,Application,Perf_node01_task_clock,Perf_node01_cpu_bus_cycles_,Perf_node01_cpu_cpu_cycles_,Perf_node01_msr_aperf_,Perf_node01_msr_mperf_,Perf_node01_msr_tsc_,Perf_node01_cpu_ref_cycles_,Perf_node01_power_energy_pkg_,a,Perf_node01_power_energy_ram_,b,Perf_node01_power_energy_total_,c
1479,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1480,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1481,BT,10,10,10,10,10,11,11,2,0,2,0,2,0
1482,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1483,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1484,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1485,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1486,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1487,BT,10,10,10,11,11,11,11,2,0,2,0,2,0
1488,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1489,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1490,BT,10,10,10,10,11,11,11,2,0,2,0,2,0
1491,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1492,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1493,BT,10,10,10,10,11,11,11,2,0,0,0,2,0
1494,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1495,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1496,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
1497,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1498,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1499,BT,10,10,10,10,10,11,11,2,0,0,0,2,0
1500,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1501,BT,10,10,10,10,10,10,10,0,3,2,3,0,3
1502,BT,10,10,10,10,10,10,11,2,0,0,2,2,0
1503,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1504,BT,11,10,10,10,10,10,10,0,3,2,3,0,3
1505,BT,10,10,10,10,10,10,10,2,0,0,2,2,0
1506,BT,10,11,11,10,10,10,10,1,2,1,0,1,2
1507,BT,11,11,11,11,11,11,11,2,1,3,1,2,1
1508,BT,10,10,10,10,10,10,10,1,2,0,3,1,2
1509,BT,10,11,11,10,10,11,11,1,1,1,0,1,1
1510,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1511,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1512,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1513,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1514,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1515,BT,10,10,10,10,10,10,10,2,0,0,0,1,0
1516,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1517,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1518,BT,10,10,10,10,10,10,10,1,0,2,0,1,0
1519,BT,11,11,11,11,11,11,11,3,1,3,2,3,1
1520,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
1521,BT,10,10,10,10,10,10,11,1,0,0,0,1,0
1522,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1523,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1524,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
1525,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1526,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1527,BT,10,10,10,10,10,10,10,1,0,0,1,1,0
1528,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1529,BT,11,10,10,10,10,10,10,0,3,1,3,0,3
1530,BT,10,10,10,10,10,10,10,2,0,1,1,2,0
1531,BT,11,11,11,11,11,11,11,2,2,1,1,2,2
1532,BT,11,11,11,11,10,10,10,1,2,3,1,1,2
1533,BT,10,10,10,10,10,10,10,2,1,0,3,1,1
1534,BT,10,11,11,11,11,11,11,2,2,1,0,2,1
1535,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1536,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
1537,BT,10,10,10,10,10,10,10,0,0,0,0,0,0
,,,,,,,,,,0,,0,,0
