,Application,Perf_node01_task_clock,Perf_node01_cpu_bus_cycles_,Perf_node01_cpu_cpu_cycles_,Perf_node01_msr_aperf_,Perf_node01_msr_mperf_,Perf_node01_msr_tsc_,Perf_node01_cpu_ref_cycles_,Perf_node01_power_energy_pkg_,Perf_node01_power_energy_ram_,Perf_node01_power_energy_total_
1893,CG,10,11,11,10,10,10,10,1,1,1
1894,CG,11,11,11,11,11,11,11,2,2,2
1895,CG,11,11,10,10,10,10,10,1,0,1
1896,CG,10,11,10,10,10,10,11,2,3,2
1897,CG,10,11,11,11,11,11,11,2,2,2
1898,CG,10,10,10,10,10,10,10,1,0,1
1899,CG,10,10,11,11,11,11,11,1,2,2
1900,CG,11,11,11,11,11,11,11,2,2,2
1901,CG,11,11,11,11,11,11,11,2,2,2
1902,CG,10,10,11,11,10,10,10,1,1,1
1903,CG,11,11,11,10,11,11,11,2,1,2
1904,CG,10,10,10,10,10,11,10,1,0,1
1905,CG,11,11,11,11,11,10,11,2,3,2
1906,CG,10,10,10,10,10,10,10,1,2,1
1907,CG,11,11,11,11,11,11,11,2,2,2
1908,CG,11,11,11,11,11,11,11,2,1,2
1909,CG,10,10,10,11,11,11,11,1,2,1
1910,CG,11,11,11,10,10,10,10,1,1,1
1911,CG,10,10,10,10,11,11,11,1,2,2
1912,CG,11,11,11,11,11,11,11,2,1,2
1913,CG,11,11,11,11,11,11,11,2,1,2
1914,CG,10,11,11,11,11,11,10,1,2,1
1915,CG,11,11,11,10,10,11,11,2,1,2
1916,CG,10,10,10,10,10,10,10,1,1,1
1917,CG,11,11,11,11,11,11,11,2,2,2
1918,CG,10,11,11,10,10,10,11,2,1,1
1919,CG,10,11,11,11,11,11,10,1,1,1
1920,CG,10,10,10,10,10,11,11,2,2,2
1921,CG,11,11,11,11,11,11,10,1,1,1
1922,CG,10,10,10,10,10,10,11,1,1,1
1923,CG,10,11,11,11,11,11,11,2,2,2
1924,CG,11,11,10,10,10,10,10,1,1,1
1925,CG,10,10,10,10,10,10,10,1,1,1
1926,CG,11,11,11,11,11,11,11,2,2,2
1927,CG,10,11,11,11,10,10,10,1,1,1
1928,CG,10,10,10,10,10,11,11,2,1,2
1929,CG,11,11,11,11,11,11,11,2,2,2
1930,CG,10,10,10,10,10,10,10,1,1,1
1931,CG,11,11,11,10,10,11,11,2,2,2
1932,CG,11,11,11,11,10,11,11,2,2,2
1933,CG,10,10,10,11,11,10,10,1,0,1
1934,CG,10,11,11,10,10,10,10,2,3,2
1935,CG,11,11,11,11,11,11,11,2,2,2
1936,CG,11,11,11,11,11,11,11,2,2,2
1937,CG,11,10,10,10,10,10,11,1,1,1
1938,CG,10,11,11,11,10,10,10,1,1,1
1939,CG,11,11,11,11,11,11,11,2,2,2
1940,CG,10,10,10,10,11,11,11,1,2,1
1941,CG,11,11,11,11,10,10,10,1,1,1
1942,CG,10,10,10,10,10,10,10,1,2,2
1943,CG,11,11,11,11,11,11,11,2,2,2
1944,CG,10,11,11,10,10,10,11,2,1,2
1945,CG,10,10,11,11,11,10,10,1,1,1
1946,CG,10,10,10,10,10,11,11,2,2,2
1947,CG,10,11,11,11,10,10,11,1,1,1
1948,CG,11,11,11,11,11,11,11,1,2,2
1949,CG,10,11,11,11,11,11,11,2,2,2
1950,CG,11,11,11,11,10,11,10,1,1,1
1951,CG,10,10,10,11,11,11,11,1,2,2
1952,CG,10,10,10,10,10,10,10,1,1,1
1953,CG,11,11,11,10,11,11,11,2,2,2
