,Application,variable,Perf_node01_power_energy_pkg_,Perf_node01_power_energy_ram_,Perf_node01_power_energy_total_
8003,SP,127,2,2,2
8004,SP,0,1,1,1
8005,SP,96,2,2,2
8006,SP,127,2,2,2
8007,SP,0,1,1,1
8008,SP,127,2,2,2
8009,SP,96,2,2,2
8010,SP,127,2,2,2
8011,SP,0,1,1,1
8012,SP,126,2,2,2
8013,SP,0,1,1,1
8014,SP,127,2,2,2
8015,SP,127,2,2,2
8016,SP,0,1,1,1
8017,SP,62,2,2,2
8018,SP,0,0,1,0
8019,SP,126,3,2,3
8020,SP,127,2,1,2
8021,SP,64,1,1,1
8022,SP,127,2,2,2
8023,SP,0,0,0,0
8024,SP,127,3,2,3
8025,SP,0,1,1,1
8026,SP,127,2,2,2
8027,SP,127,2,2,2
8028,SP,0,1,0,0
8029,SP,126,2,3,2
8030,SP,1,1,1,1
8031,SP,112,2,2,2
8032,SP,127,2,2,2
8033,SP,0,1,1,1
8034,SP,127,2,2,2
8035,SP,0,0,0,0
8036,SP,127,3,3,3
8037,SP,95,1,2,1
8038,SP,120,2,2,2
8039,SP,127,2,2,2
8040,SP,0,1,1,1
8041,SP,118,2,2,2
8042,SP,95,1,2,1
8043,SP,96,2,1,2
8044,SP,127,2,2,2
8045,SP,0,1,1,1
8046,SP,127,2,2,2
8047,SP,0,1,1,1
8048,SP,112,2,2,2
8049,SP,0,1,1,1
8050,SP,127,2,2,2
8051,SP,127,2,2,2
8052,SP,0,1,1,1
8053,SP,127,2,2,2
8054,SP,0,0,0,0
8055,SP,126,2,2,2
8056,SP,0,1,1,1
8057,SP,127,2,2,2
8058,SP,127,2,2,2
8059,SP,0,1,1,1
8060,SP,127,2,2,2
8061,SP,0,1,1,1
8062,SP,126,2,2,2
8063,SP,0,1,1,1
8064,SP,126,2,2,2
8065,SP,127,2,2,2
8066,SP,0,1,1,1
8067,SP,100,2,2,2
8068,SP,127,1,2,2
8069,SP,0,1,1,1
8070,SP,95,1,1,1
8071,SP,112,2,2,2
8072,SP,127,2,2,2
8073,SP,0,1,1,1
8074,SP,126,2,2,2
8075,SP,63,1,2,1
8076,SP,0,1,2,1
8077,SP,127,2,2,2
8078,SP,32,1,2,1
8079,SP,127,2,2,2
8080,SP,0,0,1,1
8081,SP,116,2,2,2
8082,SP,127,2,2,2
8083,SP,1,1,1,1
8084,SP,127,2,2,2
8085,SP,0,1,1,1
8086,SP,127,2,2,2
8087,SP,0,1,1,1
8088,SP,96,2,2,2
8089,SP,0,1,1,1
8090,SP,63,1,1,1
8091,SP,127,2,2,2
8092,SP,120,2,1,1
8093,SP,3,2,2,2
8094,SP,0,1,1,1
8095,SP,126,2,2,2
8096,SP,0,1,1,1
8097,SP,127,2,2,2
8098,SP,127,2,2,2
8099,SP,0,1,1,1
8100,SP,127,2,2,2
8101,SP,0,0,0,0
8102,SP,127,3,3,3
8103,SP,31,1,1,1
8104,SP,96,2,2,2
8105,SP,127,2,2,2
8106,SP,0,1,1,1
8107,SP,126,2,2,2
8108,SP,127,2,2,2
8109,SP,0,1,1,1
8110,SP,127,2,2,2
8111,SP,0,1,1,1
8112,SP,103,2,2,2
8113,SP,0,1,1,1
8114,SP,127,2,2,2
8115,SP,0,1,1,1
8116,SP,127,3,2,3
8117,SP,127,2,2,2
8118,SP,0,1,1,1
8119,SP,127,2,2,2
8120,SP,0,0,1,0
8121,SP,126,2,2,2
8122,SP,1,1,1,1
8123,SP,126,2,2,2
8124,SP,127,2,2,2
8125,SP,0,1,1,1
8126,SP,126,2,2,2
8127,SP,1,1,1,1
8128,SP,112,2,2,2
8129,SP,31,1,1,1
8130,SP,120,2,2,2
8131,SP,127,2,2,2
8132,SP,0,1,0,1
8133,SP,96,2,2,2
8134,SP,31,1,1,1
8135,SP,64,2,1,2
8136,SP,95,1,1,1
8137,SP,120,2,1,2
8138,SP,127,2,2,2
8139,SP,0,1,1,1
8140,SP,96,2,2,2
8141,SP,31,1,1,1
8142,SP,0,2,2,2
8143,SP,95,1,1,1
8144,SP,126,2,2,2
8145,SP,95,2,2,2
8146,SP,0,1,1,1
8147,SP,118,2,2,2
8148,SP,31,1,1,1
8149,SP,64,1,1,1
8150,SP,63,2,2,2
8151,SP,96,2,2,2
8152,SP,127,2,2,2
8153,SP,0,0,1,1
8154,SP,96,2,2,2
8155,SP,127,2,2,2
8156,SP,0,1,1,1
8157,SP,127,2,2,2
8158,SP,64,1,1,1
8159,SP,118,2,2,2
8160,SP,0,1,1,1
8161,SP,126,2,2,2
8162,SP,0,1,1,1
8163,SP,127,2,3,3
8164,SP,127,2,2,2
8165,SP,0,1,1,1
8166,SP,127,2,2,2
8167,SP,0,1,1,1
8168,SP,126,2,2,2
8169,SP,1,1,1,1
8170,SP,126,2,2,2
8171,SP,127,2,2,2
8172,SP,0,1,1,1
8173,SP,118,2,2,2
8174,SP,31,1,1,1
8175,SP,96,2,2,2
8176,SP,127,2,2,2
8177,SP,112,2,2,2
8178,SP,127,2,2,2
8179,SP,0,0,1,0
8180,SP,96,2,2,2
8181,SP,63,2,1,2
8182,SP,0,1,2,1
8183,SP,127,2,2,2
8184,SP,0,1,1,1
8185,SP,127,2,2,2
8186,SP,0,1,1,1
8187,SP,126,2,2,2
8188,SP,0,1,1,1
8189,SP,127,2,2,2
8190,SP,127,2,2,2
8191,SP,0,1,1,1
8192,SP,127,2,2,2
8193,SP,0,0,0,0
8194,SP,127,3,3,3
8195,SP,127,2,1,1
8196,SP,96,2,1,2
8197,SP,127,2,2,2
8198,SP,0,0,0,0
8199,SP,127,3,3,3
8200,SP,0,1,1,1
8201,SP,127,2,1,2
8202,SP,127,2,3,2
8203,SP,0,1,1,1
8204,SP,127,2,2,2
8205,SP,0,0,0,0
8206,SP,126,2,2,2
8207,SP,7,1,1,1
8208,SP,122,2,2,2
8209,SP,127,2,2,2
8210,SP,0,1,1,1
8211,SP,96,2,2,2
8212,SP,127,1,1,1
8213,SP,64,1,1,1
8214,SP,95,1,2,2
8215,SP,112,2,2,2
8216,SP,127,2,2,2
8217,SP,0,1,1,1
8218,SP,0,2,2,2
8219,SP,127,1,1,1
8220,SP,0,1,1,1
8221,SP,127,2,2,2
8222,SP,0,1,1,1
8223,SP,127,2,1,2
8224,SP,0,1,1,1
8225,SP,126,2,2,2
8226,SP,59,2,1,2
8227,SP,75,1,1,1
8228,SP,127,2,2,2
8229,SP,0,1,2,1
8230,SP,127,2,2,2
8231,SP,0,1,1,1
8232,SP,96,2,2,2
8233,SP,0,1,1,1
8234,SP,127,2,2,2
8235,SP,127,2,2,2
8236,SP,0,1,1,1
8237,SP,127,2,2,2
8238,SP,0,1,1,1
8239,SP,127,2,2,2
8240,SP,0,1,1,1
8241,SP,127,2,2,2
8242,SP,127,2,2,2
8243,SP,0,1,1,1
8244,SP,126,2,2,2
8245,SP,0,0,0,0
8246,SP,126,3,2,3
8247,SP,31,1,2,1
8248,SP,0,2,1,2
8249,SP,127,2,2,2
8250,SP,0,0,0,0
8251,SP,127,3,3,3
8252,SP,1,1,1,1
8253,SP,126,2,2,2
8254,SP,127,2,2,2
8255,SP,0,1,1,1
8256,SP,126,2,2,2
8257,SP,1,1,0,1
8258,SP,112,2,2,2
8259,SP,127,1,1,1
8260,SP,96,2,2,2
8261,SP,63,2,2,2
8262,SP,0,1,1,1
8263,SP,96,2,2,2
8264,SP,127,2,2,2
8265,SP,0,1,1,1
8266,SP,127,2,2,2
8267,SP,0,1,1,1
8268,SP,127,2,2,2
8269,SP,0,1,1,1
8270,SP,39,2,1,2
8271,SP,0,1,2,1
8272,SP,127,2,2,2
8273,SP,127,2,2,2
8274,SP,64,1,1,1
8275,SP,127,2,1,2
8276,SP,0,1,1,1
8277,SP,127,2,2,2
8278,SP,0,1,1,1
8279,SP,127,2,2,2
8280,SP,127,2,2,2
8281,SP,0,1,1,1
8282,SP,127,2,2,2
8283,SP,0,0,0,0
8284,SP,126,2,2,2
8285,SP,7,1,1,1
8286,SP,124,2,2,2
8287,SP,127,2,2,2
8288,SP,0,1,1,1
8289,SP,116,2,2,2
8290,SP,127,1,2,1
8291,SP,64,1,1,1
8292,SP,127,2,2,2
8293,SP,32,1,1,1
8294,SP,127,2,2,2
8295,SP,1,1,1,1
8296,SP,38,2,2,2
8297,SP,48,1,1,1
8298,SP,127,2,1,2
8299,SP,126,2,1,2
8300,SP,64,1,2,1
8301,SP,63,2,1,2
8302,SP,0,1,1,1
8303,SP,127,2,2,2
8304,SP,0,1,1,1
8305,SP,127,2,2,2
8306,SP,127,2,2,2
8307,SP,0,1,1,1
8308,SP,127,2,2,2
8309,SP,0,0,0,0
8310,SP,127,2,2,2
8311,SP,0,1,1,1
8312,SP,126,2,3,3
8313,SP,127,2,2,2
8314,SP,0,1,1,1
8315,SP,126,2,2,2
8316,SP,1,1,1,1
8317,SP,96,2,2,2
8318,SP,79,1,1,1
8319,SP,126,2,2,2
8320,SP,127,2,2,2
8321,SP,0,1,1,1
8322,SP,100,2,2,2
8323,SP,127,1,2,1
8324,SP,64,1,1,1
8325,SP,127,2,1,2
8326,SP,96,2,2,2
8327,SP,127,2,2,2
8328,SP,0,1,1,1
8329,SP,100,2,2,2
8330,SP,127,2,2,2
8331,SP,0,1,1,1
8332,SP,127,2,2,2
8333,SP,64,1,1,1
8334,SP,127,2,2,2
8335,SP,0,0,0,0
8336,SP,127,2,2,2
8337,SP,0,1,1,1
8338,SP,127,2,2,2
8339,SP,127,2,2,2
8340,SP,0,0,1,0
8341,SP,126,2,2,2
8342,SP,31,1,2,1
8343,SP,96,2,2,2
8344,SP,127,2,2,2
8345,SP,96,2,2,2
8346,SP,127,2,1,2
8347,SP,0,1,1,1
8348,SP,126,2,2,2
8349,SP,0,1,1,1
8350,SP,127,2,2,2
8351,SP,127,2,2,2
8352,SP,0,1,1,1
8353,SP,127,2,2,2
8354,SP,0,1,1,1
8355,SP,127,2,2,2
8356,SP,1,1,1,1
8357,SP,126,2,3,2
8358,SP,127,2,2,2
8359,SP,0,1,1,1
8360,SP,118,2,2,2
8361,SP,31,1,1,1
8362,SP,64,1,2,1
8363,SP,63,2,1,2
8364,SP,32,2,2,2
8365,SP,127,2,2,2
8366,SP,0,1,1,1
8367,SP,100,2,2,2
8368,SP,64,1,1,1
8369,SP,127,2,2,2
8370,SP,127,2,2,2
8371,SP,0,1,1,1
8372,SP,127,2,2,2
8373,SP,0,1,1,1
8374,SP,127,2,2,2
8375,SP,0,1,1,1
8376,SP,127,2,3,2
8377,SP,127,2,2,2
8378,SP,0,1,1,1
8379,SP,127,2,1,2
8380,SP,0,0,0,0
8381,SP,126,2,3,2
8382,SP,1,1,1,1
8383,SP,124,2,2,2
8384,SP,127,2,2,2
8385,SP,0,1,1,1
8386,SP,126,2,2,2
8387,SP,1,1,2,1
8388,SP,96,2,1,2
8389,SP,63,2,2,2
8390,SP,57,1,1,1
8391,SP,127,2,2,2
8392,SP,0,0,1,0
8393,SP,126,2,2,2
8394,SP,0,1,1,1
8395,SP,127,2,3,2
8396,SP,127,2,2,2
8397,SP,0,1,1,1
8398,SP,127,2,2,2
8399,SP,0,1,0,1
8400,SP,127,2,2,2
8401,SP,0,1,1,1
8402,SP,126,2,2,2
8403,SP,127,2,2,2
8404,SP,0,1,1,1
8405,SP,63,2,2,2
8406,SP,0,1,1,1
8407,SP,126,2,2,2
8408,SP,3,1,1,1
8409,SP,122,2,2,2
8410,SP,127,2,2,2
8411,SP,0,1,1,1
8412,SP,126,2,2,2
8413,SP,3,1,1,1
8414,SP,96,2,2,2
8415,SP,127,1,2,1
8416,SP,0,2,1,1
8417,SP,127,2,2,2
8418,SP,0,0,1,0
8419,SP,124,2,2,2
8420,SP,127,2,2,2
8421,SP,0,1,1,1
8422,SP,127,2,2,2
8423,SP,0,1,1,1
8424,SP,127,2,2,2
8425,SP,0,1,1,1
8426,SP,32,2,2,2
8427,SP,96,1,1,1
8428,SP,127,1,2,1
8429,SP,127,2,2,2
8430,SP,126,2,2,2
8431,SP,65,2,1,2
8432,SP,0,1,1,1
8433,SP,112,2,2,2
8434,SP,0,1,1,1
8435,SP,127,2,2,2
8436,SP,127,2,2,2
8437,SP,0,1,1,1
8438,SP,127,2,2,2
8439,SP,0,1,1,1
8440,SP,127,2,2,2
8441,SP,0,1,1,1
8442,SP,127,2,2,2
8443,SP,127,2,2,2
8444,SP,0,1,1,1
8445,SP,126,2,2,2
8446,SP,0,1,1,1
8447,SP,126,2,2,2
