,Application,branch_misses,cache_misses,cache_references,instructions,cpu_clock,minor_faults,page_faults,task_clock,L1_icache_loads,LLC_loads,branch_load_misses,iTLB_load_misses,iTLB_loads,cpu_branch_misses_,cpu_bus_cycles_,cpu_cache_misses_,cpu_cache_references_,cpu_cpu_cycles_,cpu_instructions_,msr_aperf_,msr_mperf_,msr_tsc_,cpu_ref_cycles_,power_energy_ram_,power_energy_pkg_,total
1878,CG,97167353,789079939,1611841673,21970595399.0,309134.86,2,2,308801.57,11808924407,11988085777,99581707,44796178,21564622316.0,96232973,194000000000.0,825917952,1604120830,209000000000.0,20701769377.0,249718955,233608984,432000000000.0,197000000000.0,29.15,181.92,211.07
1879,CG,96449800,847527215,1570799717,18861163409.0,311708.09,2,2,307655.51,11648008866,12124803272,99823572,46317702,21785039317.0,99029054,196000000000.0,804017717,1623738250,210000000000.0,21721444133.0,251066226,234342836,432000000000.0,197000000000.0,25.11,181.06,206.17000000000002
1880,CG,99664174,800046481,1614028372,21457002060.0,307916.31,3,3,311892.69,10342315625,11858225838,97878976,43375952,18806213616.0,95919932,197000000000.0,868116692,1577096663,211000000000.0,18814294624.0,252211159,235387194,434000000000.0,197000000000.0,29.35,181.78,211.13
1881,CG,98625855,793094367,1640749102,22489446345.0,310709.83,2,2,311045.79,12025922762,12317484799,100088882,45863730,22244043034.0,99736944,197000000000.0,809410603,1638317211,212000000000.0,22356863887.0,252560473,235790520,435000000000.0,198000000000.0,29.24,182.77,212.01000000000002
1882,CG,96870575,859194068,1582677285,18706283770.0,311164.52,4,4,311100.28,10392096420,11848188346,97291258,44240306,19254562903.0,96203610,197000000000.0,857996163,1612837090,213000000000.0,19533131764.0,254166016,236754952,435000000000.0,197000000000.0,28.79,182.4,211.19
1883,CG,98301801,798148825,1612162523,21894578494.0,311012.06,5,5,311247.55,11806589006,12131732515,98822653,44149197,21889084485.0,97758081,196000000000.0,821882646,1603697271,211000000000.0,21432209760.0,250989294,234766896,435000000000.0,198000000000.0,29.3,182.56,211.86
1884,CG,98615569,850253486,1613915482,19627251739.0,313919.19,4,4,311510.21,12075021983,12325941896,103708208,47146703,22402870946.0,100015160,198000000000.0,808244314,1649856527,213000000000.0,22523872012.0,253097338,236149872,434000000000.0,198000000000.0,29.34,183.06,212.4
1885,CG,97681841,802486948,1619134893,21656915709.0,308712.0,2,2,310661.62,10337722170,11799967468,96681226,43124062,18823332966.0,95599424,196000000000.0,868767787,1577959481,211000000000.0,18868681901.0,252063162,235216940,433000000000.0,197000000000.0,29.12,181.5,210.62
1886,CG,97151258,796709054,1605390126,21563530384.0,310400.75,2,2,310738.91,11697320607,12105494907,98329123,44506253,21770261998.0,97321918,196000000000.0,809501693,1628917077,211000000000.0,21749467807.0,252024799,235252304,434000000000.0,197000000000.0,29.36,182.26,211.62
1887,CG,97622062,855564313,1578236804,18736731725.0,311057.31,5,5,310949.65,10314285041,11884769408,98403563,46346514,19561123679.0,98175250,198000000000.0,852216793,1608719238,213000000000.0,20193410285.0,253666594,236194294,433000000000.0,197000000000.0,28.76,182.06,210.82
1888,CG,96576031,788036804,1609052099,22116084504.0,309254.15,0,0,309198.33,11757277871,12018804023,98378521,44579181,21357263448.0,96663885,196000000000.0,825667893,1589604307,211000000000.0,21043668171.0,251543922,235356268,436000000000.0,198000000000.0,28.77,182.54,211.31
