,Application,branch_misses,cache_misses,cache_references,instructions,cpu_clock,minor_faults,page_faults,task_clock,L1_icache_loads,LLC_loads,branch_load_misses,iTLB_load_misses,iTLB_loads,cpu_branch_misses_,cpu_bus_cycles_,cpu_cache_misses_,cpu_cache_references_,cpu_cpu_cycles_,cpu_instructions_,msr_aperf_,msr_mperf_,msr_tsc_,cpu_ref_cycles_,power_energy_ram_,power_energy_pkg_,total
6604,MG,87999360,191404746,2238640078,43108677853.0,355200.67,13135,13142,362867.03,19721406446,17220253805,80739058,54305700,42864116091.0,83562008,231000000000.0,191277809,2266374159,252000000000.0,43199850337.0,298525835,278431174,502000000000.0,234000000000.0,33.39,230.29,263.68
6605,MG,79179518,251001603,3126365168,45810996580.0,352638.46,93422,94752,338915.59,18385861793,22805962078,77723883,58348788,45024793118.0,80618774,211000000000.0,239191943,3018914800,232000000000.0,45639495517.0,276438053,257220110,460000000000.0,213000000000.0,32.31,217.2,249.51
6606,MG,77606089,169312501,1893886658,38856140189.0,326092.41,99547,98343,334765.35,18723712923,14801728536,79891512,55402387,41284261701.0,81688949,218000000000.0,167368124,2037463646,239000000000.0,41334146262.0,285401080,267135778,483000000000.0,224000000000.0,34.05,224.37,258.42
6607,MG,90672627,205876985,2697555578,48350341951.0,352893.18,59196,59645,358575.8,22261919552,19096939310,92381323,63556901,47840945846.0,93317754,232000000000.0,206623913,2497010947,252000000000.0,47531658338.0,295466386,276528252,504000000000.0,236000000000.0,32.95,232.92,265.87
6608,MG,86445614,221774176,2626883829,45082806265.0,364881.68,94888,94317,366068.8,18317529404,22637767253,80018039,57152172,45732318335.0,78753377,235000000000.0,241353831,2987113809,254000000000.0,45580869017.0,307299320,284227412,498000000000.0,230000000000.0,35.02,236.03,271.05
6609,MG,87735799,188429733,2181246038,43391022279.0,351584.68,16770,16754,349921.04,20254727704,16440874556,82056661,53264125,42619505455.0,83876409,223000000000.0,184517855,2128228846,243000000000.0,42307581415.0,287446483,268620296,487000000000.0,227000000000.0,31.49,223.97,255.46
6610,MG,89467010,248839869,3003891475,47464550469.0,348763.02,527,527,346277.66,21592400120,20548100660,90457794,63804308,47615532324.0,92891575,222000000000.0,213834627,2677266618,243000000000.0,48164562085.0,286665671,268569322,493000000000.0,231000000000.0,33.47,230.2,263.66999999999996
6611,MG,76290479,179372497,2146851751,41109658804.0,354766.64,29976,31218,347825.66,17007851185,18291296445,75802384,52529975,42171329854.0,77749453,219000000000.0,205971913,2418002100,238000000000.0,42054181651.0,290632293,272130782,486000000000.0,224000000000.0,34.05,229.95,264.0
6612,MG,93272512,197843261,2282391557,44260499195.0,349568.94,71794,71431,359485.13,21225401314,16959647548,88993876,57950923,44114522706.0,86833171,233000000000.0,195879689,2268834494,252000000000.0,43699342058.0,299172879,278819758,504000000000.0,235000000000.0,32.26,232.55,264.81
6613,MG,77925596,236862983,2952721580,44515698496.0,351681.9,6073,5195,339324.96,17659994654,22583526426,77249988,51242807,43329015840.0,76930514,214000000000.0,242014576,3008374923,232000000000.0,43279614488.0,276936192,256844140,454000000000.0,209000000000.0,32.27,215.94,248.21
6614,MG,79950768,166073243,1946131891,38884557995.0,330586.87,2300,2299,331580.34,18553366020,14526937076,80495752,52391015,40440766021.0,81409546,213000000000.0,163008232,1937582605,233000000000.0,40462271118.0,278040746,260881460,477000000000.0,221000000000.0,31.59,220.6,252.19
6615,MG,86667010,226334237,2798076513,47376010742.0,341720.18,324,324,350202.07,22281923261,19744967589,88919619,61460067,47495871053.0,90080503,228000000000.0,202433986,2600732889,249000000000.0,47215791063.0,292439932,273388864,497000000000.0,233000000000.0,32.94,230.45,263.39
